685 695 50 30
182
银和	167	B	正常	262	36
银和	168	B	正常	218	36
银和	169	B	正常	272	36
银和	170	B	正常	267	36
银和	171	B	正常	259	36
银和	172	B	正常	278	36
银和	173	C	正常	247	36
银和	174	C	正常	171	36
银和	175	C	正常	115	36
银和	176	C	正常	248	36
银和	177	C	正常	260	36
银和	179	C	正常	260	36
银和	180	C	正常	262	36
包头	183	B	正常	256	36
包头	184	B	正常	290	36
包头	187	B	正常	285	36
包头	189	B	正常	243	36
包头	191	B	正常	253	36
包头	192	B	正常	279	36
包头	193	B	正常	287	36
包头	194	B	正常	257	36
包头	201	B	正常	228	36
包头	203	B	正常	255	36
包头	205	B	正常	281	36
包头	206	B	正常	243	36
包头	207	B	正常	249	36
包头	208	B	正常	280	36
包头	210	B	正常	140	36
包头	212	B	正常	210	36
包头	213	B	正常	244	36
包头	214	B	正常	292	36
包头	215	B	正常	277	36
包头	216	B	正常	284	36
包头	217	B	正常	269	36
包头	218	B	正常	272	36
包头	219	B	正常	271	36
包头	221	B	正常	280	36
包头	222	B	正常	280	36
包头	223	B	正常	273	36
包头	224	B	正常	276	36
包头	225	B	正常	238	36
包头	226	B	正常	253	36
包头	227	B	正常	260	36
包头	228	B	正常	263	36
包头	229	B	正常	228	36
包头	230	B	正常	55	36
包头	231	B	正常	244	36
包头	232	B	正常	232	36
包头	233	B	正常	253	36
包头	236	B	正常	247	36
包头	237	B	正常	218	36
包头	238	B	正常	178	36
包头	240	B	正常	85	36
银和	241	C	正常	287	36
银和	243	C	正常	280	36
银和	244	C	正常	270	36
银和	247	C	正常	279	36
银和	248	C	正常	275	36
银和	249	C	正常	272	36
银和	250	C	正常	279	36
银和	251	C	正常	268	36
银和	252	C	正常	280	36
银和	253	C	正常	270	36
银和	254	C	正常	275	36
银和	255	C	正常	279	36
银和	256	C	正常	263	36
银和	257	C	正常	270	36
银和	258	C	正常	265	36
银和	259	C	正常	270	36
银和	260	C	正常	274	36
银和	261	C	正常	258	36
银和	262	C	正常	260	36
银和	263	C	正常	270	36
银和	264	C	正常	279	36
银和	265	C	正常	278	36
银和	266	C	正常	274	36
银和	267	C	正常	258	36
银和	268	C	正常	262	36
银和	269	C	正常	214	36
银和	272	C	正常	152	36
银和	273	C	正常	262	36
银和	274	C	正常	271	36
银和	275	C	正常	86	36
银和	276	C	正常	272	36
银和	277	C	正常	275	36
银和	278	C	正常	233	36
银和	280	C	正常	279	36
银和	281	C	正常	272	36
银和	282	C	正常	211	36
银和	283	C	正常	278	36
银和	284	C	正常	274	36
银和	285	C	正常	278	36
银和	286	C	正常	275	36
银和	288	C	正常	265	36
银和	289	C	正常	273	36
银和	290	C	正常	282	36
银和	291	C	正常	279	36
银和	293	C	正常	199	36
银和	294	C	正常	278	36
银和	296	C	正常	285	36
银和	297	C	正常	215	36
银和	299	C	正常	285	36
银和	300	C	正常	260	36
88
包头	1	C	杂质	163	36
包头	2	C	杂质	235	36
包头	5	C	杂质	242	36
包头	7	C	杂质	75	36
包头	9	C	杂质	154	36
包头	10	C	杂质	262	36
包头	11	C	杂质	272	36
包头	12	C	杂质	261	36
包头	13	C	杂质	96	36
包头	14	C	杂质	67	36
包头	19	C	杂质	71	36
包头	22	C	杂质	73	36
包头	23	C	杂质	83	36
包头	25	C	杂质	58	36
包头	26	C	杂质	265	36
包头	29	C	杂质	231	36
包头	30	C	杂质	220	36
包头	31	C	杂质	52	36
包头	35	C	杂质	164	36
包头	41	C	杂质	173	36
包头	42	C	杂质	153	36
包头	43	C	杂质	256	36
包头	44	C	杂质	235	36
包头	45	C	杂质	78	36
包头	47	C	杂质	158	36
包头	49	C	杂质	271	36
包头	50	C	杂质	73	36
包头	54	C	杂质	172	36
包头	56	C	杂质	269	36
包头	59	C	杂质	230	36
包头	60	C	杂质	130	36
包头	61	C	杂质	225	36
包头	65	C	杂质	201	36
包头	85	B	杂质	271	36
包头	89	B	杂质	270	36
银和	109	B	杂质	268	36
银和	123	B	杂质	119	36
银和	127	B	杂质	291	36
银和	129	B	杂质	194	36
银和	130	B	杂质	290	36
银和	131	B	杂质	294	36
银和	134	B	杂质	170	36
银和	136	B	杂质	287	36
银和	140	B	杂质	287	36
银和	142	B	杂质	286	36
银和	143	B	杂质	293	36
银和	145	B	杂质	288	36
银和	148	B	杂质	273	36
银和	154	B	杂质	268	36
银和	155	B	杂质	264	36
银和	156	B	杂质	94	36
银和	157	B	杂质	108	36
银和	158	B	杂质	267	36
银和	160	B	杂质	276	36
银和	162	B	杂质	83	36
银和	165	B	杂质	144	36
银和	166	B	杂质	238	36
银和	178	C	杂质	269	36
包头	181	B	杂质	67	36
包头	182	B	杂质	283	36
包头	185	B	杂质	233	36
包头	186	B	杂质	255	36
包头	188	B	杂质	275	36
包头	190	B	杂质	254	36
包头	195	B	杂质	273	36
包头	196	B	杂质	280	36
包头	197	B	杂质	286	36
包头	198	B	杂质	290	36
包头	199	B	杂质	284	36
包头	200	B	杂质	268	36
包头	202	B	杂质	192	36
包头	204	B	杂质	277	36
包头	209	B	杂质	190	36
包头	211	B	杂质	130	36
包头	220	B	杂质	285	36
包头	234	B	杂质	243	36
包头	235	B	杂质	199	36
包头	239	B	杂质	282	36
银和	242	C	杂质	290	36
银和	245	C	杂质	282	36
银和	246	C	杂质	292	36
银和	270	C	杂质	275	36
银和	271	C	杂质	268	36
银和	279	C	杂质	278	36
银和	287	C	杂质	276	36
银和	292	C	杂质	254	36
银和	295	C	杂质	275	36
银和	298	C	杂质	285	36
