685 695 50 100 95.00
540
银和		2102	B	正常	177	36
银和		7602	B	杂质	154	36
银和		2302	B	正常	75	36
银和		7401	B	正常	252	36
银和		1601	B	杂质	194	36
银和		2302	B	正常	170	36
银和		2302	B	正常	260	36
银和		1002	B	正常	245	36
银和		2102	B	杂质	245	36
银和		1002	B	正常	239	36
银和		7ZU086	B	杂质	293	36
银和		7ZU086	B	杂质	302	36
银和		7YY085	B	杂质	280	36
银和		7YY085	B	杂质	281	36
银和		7YY085	B	杂质	282	36
银和		7YY085	B	正常	284	36
银和		7ZU086	B	杂质	297	36
银和		7YY085	B	杂质	283	36
银和		7YG083	B	杂质	291	36
银和		7YG083	B	杂质	234	36
银和		7YG083	B	正常	292	36
银和		7YG083	B	正常	286	36
银和		7XE086	B	正常	297	36
银和		7XE086	B	正常	290	36
银和		7XE086	B	正常	290	36
银和		7XE086	B	正常	290	36
银和		7XE086	B	正常	290	36
银和		7XE086	B	正常	294	36
银和		7XK079	B	杂质	299	36
银和		7XK079	B	正常	302	36
银和		7XK079	B	正常	299	36
银和		7XK079	B	正常	236	36
银和		7XK079	B	正常	56	36
银和		7XK079	B	正常	210	36
银和		7YY085	B	正常	271	36
银和		7XK079	B	正常	302	36
银和		7ZJ085	B	正常	205	36
银和		7ZJ085	B	正常	286	36
银和		7ZJ085	B	正常	285	36
银和		7XH086	B	正常	281	36
银和		7XH086	B	正常	281	36
银和		7ZJ085	B	正常	282	36
银和		7ZJ085	B	杂质	289	36
银和		7XW082	B	正常	66	36
银和		7XN085	B	正常	278	36
银和		7XN085	B	正常	285	36
银和		7ZJ085	B	杂质	290	36
银和		7XN085	B	正常	263	36
银和		7XN085	B	杂质	245	36
银和		7XN085	B	杂质	280	36
银和		7XN085	B	杂质	196	36
银和		7YD086	B	正常	299	36
银和		7YD086	B	正常	294	36
银和		7YD086	B	杂质	295	36
银和		7XL086	B	正常	292	36
银和		7XP087	B	杂质	287	36
银和		7XP087	B	正常	295	36
银和		7XL086	B	正常	283	36
银和		7XL086	B	正常	288	36
银和		7YD086	B	杂质	267	36
银和		7YD086	B	正常	288	36
银和		7XL086	B	杂质	237	36
银和		7XL086	B	杂质	246	36
银和		7XP087	B	正常	293	36
银和		7XP087	B	杂质	291	36
银和		7XL086	B	正常	230	36
银和		7XP087	B	正常	291	36
银和		7XP087	B	杂质	284	36
银和		7XW087	B	正常	266	36
银和		7XW087	B	正常	263	36
银和		7XW087	B	正常	280	36
银和		7XW087	B	正常	279	36
银和		7YB080	B	正常	281	36
银和		7YB080	B	杂质	252	36
银和		7YT077	B	杂质	289	36
银和		7YS080	B	杂质	243	36
银和		7ZL087	B	杂质	263	36
银和		7ZL087	B	杂质	266	36
银和		7ZL087	B	正常	274	36
银和		7ZL087	B	杂质	269	36
银和		7ZL087	B	正常	277	36
银和		7YT077	B	杂质	295	36
银和		7YS080	B	正常	278	36
银和		7XM084	B	正常	285	36
银和		7YF087	B	杂质	280	36
银和		7YF087	B	杂质	259	36
银和		7XM084	B	正常	285	36
银和		7YF087	B	正常	285	36
银和		7XM084	B	正常	215	36
银和		7XM084	B	正常	287	36
银和		7XM084	B	正常	278	36
银和		7XM084	B	正常	195	36
银和		7XK080	B	正常	270	36
银和		7XK080	B	正常	262	36
银和		7XK080	B	正常	290	36
银和		7XK080	B	正常	239	36
银和		7XK080	B	正常	283	36
银和		7XS076	B	杂质	299	36
银和		7ZT087	B	正常	172	36
包头		7ZE088	B	正常	291	36
包头		8902	B	杂质	214	36
包头		6002	B	杂质	265	36
包头		6002	B	正常	276	36
包头		5202	B	正常	253	36
包头		2602	B	杂质	275	36
包头		8902	B	杂质	259	36
包头		2602	B	正常	272	36
包头		2602	B	杂质	259	36
包头		8902	B	正常	261	36
包头		4502	B	杂质	235	36
包头		4502	B	正常	261	36
包头		2602	B	正常	270	36
包头		4502	B	正常	262	36
包头		2602	B	正常	258	36
包头		2602	B	杂质	96	36
包头		2602	B	杂质	184	36
包头		6002	B	杂质	252	36
包头		6002	B	杂质	147	36
包头		6002	B	杂质	272	36
包头		6002	B	杂质	152	36
包头		6002	B	正常	147	36
包头		6002	B	杂质	265	36
包头		6002	B	正常	52	36
包头		6002	B	杂质	63	36
包头		2602	B	正常	262	36
包头		4502	B	正常	266	36
包头		6002	B	正常	255	36
包头		6002	B	正常	247	36
包头		4002	B	杂质	266	36
包头		5401	B	正常	251	36
包头		4002	B	杂质	280	36
包头		7101	B	正常	232	36
包头		6401	B	正常	273	36
包头		4002	B	正常	242	36
包头		4002	B	正常	269	36
包头		4002	B	正常	254	36
包头		5401	B	正常	260	36
包头		5401	B	正常	220	36
包头		5401	B	正常	280	36
包头		5401	B	杂质	287	36
包头		5401	B	正常	276	36
包头		5401	B	正常	286	36
包头		5401	B	正常	273	36
包头		5401	B	正常	281	36
包头		5401	B	正常	278	36
包头		5401	B	正常	264	36
包头		4002	B	正常	55	36
包头		7201	B	正常	235	36
包头		3702	B	正常	231	36
包头		7201	B	正常	119	36
包头		3702	B	正常	282	36
包头		4002	B	正常	264	36
包头		3702	B	正常	266	36
包头		4002	B	杂质	222	36
包头		4002	B	杂质	280	36
包头		4002	B	正常	87	36
包头		4002	B	正常	163	36
包头		7201	B	正常	135	36
包头		3702	B	杂质	253	36
包头		4002	B	正常	250	36
包头		1501	B	正常	278	36
包头		6901	B	杂质	252	36
包头		1501	B	杂质	285	36
包头		6901	B	杂质	195	36
包头		1501	B	杂质	288	36
包头		1501	B	正常	74	36
包头		1501	B	正常	178	36
包头		1501	B	正常	261	36
包头		1501	B	杂质	263	36
包头		6901	B	正常	89	36
包头		1501	B	杂质	270	36
包头		1501	B	杂质	271	36
包头		6901	B	杂质	241	36
包头		1501	B	杂质	176	36
包头		1501	B	杂质	85	36
包头		6901	B	杂质	267	36
包头		6901	B	杂质	282	36
包头		3601	B	杂质	125	36
包头		3601	B	杂质	279	36
包头		3601	B	杂质	266	36
包头		3601	B	杂质	254	36
包头		3601	B	杂质	262	36
包头		3601	B	杂质	215	36
包头		3601	B	杂质	238	36
包头		3601	B	正常	266	36
包头		3601	B	正常	265	36
包头		7501	B	正常	280	36
包头		7501	B	杂质	191	36
包头		7501	B	杂质	135	36
包头		7501	B	杂质	182	36
包头		7YY085	B	正常	285	36
包头		7YY085	B	杂质	284	36
包头		7YU082	B	正常	266	36
包头		7YU082	B	正常	279	36
包头		7XN086	B	杂质	295	36
包头		7XN086	B	杂质	294	36
包头		7YU082	B	正常	284	36
包头		7XN086	B	正常	298	36
包头		7YI077	B	正常	200	36
包头		7XD089	B	正常	302	36
包头		7YU077	B	正常	197	36
包头		7YI077	B	正常	191	36
包头		7ZJ086	B	正常	171	36
包头		7ZJ086	B	正常	263	36
包头		7ZJ086	B	正常	292	36
包头		7XD089	B	正常	302	36
包头		7YD089	B	正常	305	36
包头		7YO083	B	正常	287	36
包头		7YO083	B	正常	288	36
包头		7YO083	B	正常	291	36
包头		7XD089	B	正常	305	36
包头		7ZA088	B	正常	304	36
包头		7ZA088	B	正常	292	36
包头		7XO088	B	正常	291	36
包头		7XO088	B	正常	288	36
包头		7XO088	B	正常	282	36
包头		7XO088	B	正常	285	36
包头		7XJ083	B	正常	254	36
包头		7ZA088	B	正常	295	36
包头		7YG083	C	杂质	288	36
包头		7XE086	C	杂质	289	36
包头		7XU064	C	正常	274	36
包头		7XM083	C	正常	300	36
包头		7XU064	C	正常	270	36
包头		7XU064	C	正常	288	36
包头		7XS074	C	正常	85	36
包头		7XU064	C	正常	277	36
包头		7XM083	C	正常	304	36
包头		7XK079	C	杂质	294	36
包头		7XK079	C	正常	294	36
包头		7XR085	C	正常	293	36
包头		7YP081	C	正常	295	36
包头		7YP081	C	正常	299	36
包头		7YP081	C	正常	297	36
包头		7YP081	C	正常	276	36
包头		7XR085	C	正常	287	36
包头		7YU085	C	杂质	65	36
包头		7YC085	C	正常	279	36
包头		7XS074	C	正常	207	36
包头		7YC085	C	正常	277	36
包头		7YC085	C	正常	282	36
包头		7ZV087	C	杂质	237	36
包头		7ZV087	C	正常	93	36
包头		7YC085	C	正常	281	36
包头		7XK079	C	杂质	298	36
包头		7YY085	C	正常	282	36
包头		7XK079	C	正常	86	36
包头		7XK079	C	杂质	299	36
包头		7XK079	C	正常	301	36
包头		7XK079	C	正常	204	36
包头		7ZJ085	C	正常	293	36
包头		7XH086	C	正常	297	36
包头		7XH086	C	正常	269	36
包头		7ZJ085	C	杂质	298	36
包头		7XN085	C	杂质	277	36
包头		7XN085	C	正常	222	36
包头		7YD086	C	杂质	295	36
包头		7YD086	C	正常	297	36
包头		7XL086	C	正常	286	36
包头		7XL086	C	杂质	296	36
包头		7XP087	C	杂质	296	36
包头		7XP087	C	杂质	295	36
包头		7ZV086	C	正常	290	36
包头		7ZV086	C	正常	166	36
包头		7ZV086	C	杂质	296	36
包头		7ZV086	C	正常	288	36
包头		7YP080	C	正常	291	36
包头		7ZV086	C	正常	125	36
包头		7YU081	C	正常	261	36
包头		7YU081	C	正常	290	36
包头		7YU081	C	正常	288	36
包头		7YH088	C	正常	308	36
包头		7YH088	C	正常	306	36
包头		7YU081	C	正常	290	36
包头		7XR084	C	正常	290	36
包头		7XR084	C	正常	291	36
包头		7YH088	C	杂质	297	36
包头		7YH088	C	正常	315	36
包头		7XR084	C	正常	288	36
包头		7XR084	C	正常	293	36
包头		7YY085	C	正常	268	36
包头		7YU082	C	正常	287	36
包头		7YU082	C	正常	285	36
包头		7XN086	C	正常	290	36
包头		7YU082	C	杂质	281	36
包头		7XN086	C	正常	290	36
包头		7XN086	C	正常	286	36
包头		7YI077	C	正常	141	36
包头		7XD089	C	正常	231	36
包头		7YI077	C	正常	276	36
包头		7XD089	C	正常	243	36
包头		7YI077	C	崩边	230	36
包头		7YI077	C	正常	302	36
包头		7XO088	C	正常	279	36
包头		7XO088	C	杂质	272	36
包头		7XO088	C	正常	258	36
包头		7XJ083	C	正常	279	36
包头		7ZJ086	C	正常	249	36
包头		7ZJ086	C	正常	123	36
包头		7ZJ086	C	正常	92	36
包头		7ZJ086	C	正常	74	36
包头		7ZJ086	C	正常	247	36
包头		7ZJ086	C	正常	290	36
包头		7YR087	C	正常	241	36
包头		7YR087	C	正常	236	36
包头		7YR087	C	正常	250	36
包头		7XD089	C	正常	311	36
包头		7YO083	C	正常	275	36
包头		7YO083	C	正常	288	36
包头		7YO083	C	正常	287	36
包头		7XD089	C	正常	307	36
包头		7YO083	C	正常	275	36
包头		7XJ083	C	正常	264	36
包头		7ZA088	C	正常	261	36
包头		7XO088	C	正常	283	36
包头		7ZA088	C	正常	106	36
包头		7YG083	C	正常	290	36
包头		7XE086	C	杂质	269	36
包头		7XU064	C	正常	234	36
包头		7XM083	C	杂质	293	36
包头		7XU064	C	杂质	267	36
包头		7XU064	C	正常	275	36
包头		7XU064	C	正常	233	36
包头		7XV084	C	正常	271	36
包头		7XK079	C	正常	282	36
包头		7XK079	C	正常	299	36
包头		7YY085	C	杂质	258	36
包头		7XR085	C	正常	274	36
包头		7XR085	C	正常	231	36
包头		7XR085	C	正常	288	36
包头		7YP081	C	正常	300	36
包头		7YP081	C	正常	275	36
包头		7YP081	C	正常	278	36
包头		7YP081	C	正常	302	36
包头		7XR085	C	正常	276	36
包头		7ZV087	C	正常	282	36
包头		7ZV087	C	正常	231	36
包头		7YC085	C	正常	277	36
包头		7YC085	C	正常	281	36
银和		7YC085	C	正常	270	36
银和		7ZV087	C	正常	258	36
银和		7ZV087	C	正常	285	36
银和		7XK079	C	正常	301	36
银和		7XK079	C	杂质	292	36
银和		7XK079	C	正常	283	36
银和		7XK079	C	正常	278	36
银和		7YY085	C	正常	277	36
银和		7ZJ085	C	正常	296	36
银和		7ZJ085	C	杂质	286	36
银和		7XN085	C	杂质	282	36
银和		7XN085	C	正常	289	36
银和		7YD086	C	正常	292	36
银和		7XL086	C	正常	296	36
银和		7XL086	C	杂质	277	36
银和		7XP087	C	杂质	294	36
银和		7XP087	C	杂质	127	36
银和		7ZV086	C	正常	265	36
银和		7ZV086	C	正常	265	36
银和		7ZV086	C	正常	286	36
银和		7ZV086	C	杂质	217	36
银和		7YP080	C	正常	291	36
银和		7YP080	C	正常	284	36
银和		7YU081	C	正常	112	36
银和		7YU081	C	正常	280	36
银和		7YU081	C	正常	239	36
银和		7YU081	C	正常	239	36
银和		7YU081	C	正常	87	36
银和		7YH088	C	正常	300	36
银和		7YH088	C	正常	290	36
银和		7YH088	C	杂质	295	36
银和		7501	C	正常	284	36
银和		6501	C	杂质	273	36
银和		6501	C	正常	280	36
银和		7501	C	正常	270	36
银和		7501	C	正常	280	36
银和		7501	C	正常	278	36
银和		7501	C	杂质	274	36
银和		7501	C	正常	278	36
银和		5501	C	杂质	235	36
银和		6501	C	杂质	165	36
银和		5501	C	正常	288	36
银和		5501	C	杂质	290	36
银和		5501	C	正常	274	36
银和		5501	C	杂质	290	36
银和		5501	C	杂质	285	36
银和		5501	C	正常	281	36
银和		5501	C	正常	287	36
银和		7501	C	正常	274	36
银和		6501	C	杂质	263	36
银和		6501	C	杂质	287	36
银和		6501	C	正常	262	36
银和		6501	C	正常	284	36
银和		6501	C	杂质	278	36
银和		6501	C	正常	282	36
银和		6501	C	杂质	263	36
银和		6002	C	正常	270	36
银和		5202	C	正常	270	36
银和		4502	C	正常	257	36
银和		8902	C	正常	239	36
银和		6002	C	杂质	272	36
银和		8902	C	正常	248	36
银和		8902	C	正常	256	36
银和		8902	C	杂质	250	36
银和		8902	C	正常	251	36
银和		8902	C	正常	253	36
银和		8902	C	正常	254	36
银和		2602	C	正常	261	36
银和		4502	C	正常	270	36
银和		4502	C	正常	260	36
银和		2602	C	正常	220	36
银和		4502	C	杂质	261	36
银和		8902	C	正常	252	36
银和		8902	C	杂质	257	36
银和		4502	C	正常	240	36
银和		4502	C	正常	259	36
银和		4502	C	正常	261	36
银和		8902	C	杂质	249	36
银和		4502	C	正常	239	36
银和		6002	C	正常	270	36
银和		2602	C	正常	228	36
银和		8902	C	杂质	256	36
银和		5501	C	正常	47	36
银和		7801	C	杂质	283	36
银和		7801	C	正常	288	36
银和		7801	C	杂质	237	36
银和		7801	C	杂质	282	36
银和		5501	C	正常	286	36
银和		5501	C	正常	279	36
银和		5501	C	正常	290	36
银和		5501	C	正常	290	36
银和		5501	C	正常	284	36
银和		5501	C	正常	284	36
银和		7801	C	正常	265	36
银和		5501	C	正常	283	36
银和		6501	C	正常	275	36
银和		6501	C	正常	267	36
银和		6501	C	正常	288	36
银和		6501	C	正常	275	36
银和		5501	C	正常	215	36
银和		5501	C	杂质	60	36
银和		7801	C	正常	280	36
银和		7801	C	正常	283	36
银和		7801	C	杂质	281	36
银和		6002	C	正常	260	36
银和		6002	C	杂质	125	36
银和		6002	C	正常	257	36
银和		6002	C	正常	269	36
银和		4502	C	正常	267	36
银和		6002	C	正常	256	36
银和		4502	C	正常	264	36
银和		4502	C	正常	272	36
银和		4502	C	正常	268	36
银和		4502	C	正常	264	36
银和		6002	C	杂质	133	36
银和		6002	C	杂质	221	36
银和		6002	C	正常	234	36
银和		4002	C	正常	226	36
银和		4002	C	杂质	274	36
银和		4002	C	正常	270	36
银和		4002	C	正常	258	36
